Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Hidden_CIBIL,Approved_Bank,Officer_Approved,Fraud_Label,Eligible_Loan_Amount
57,1,0,0,1,0,32,50345,0,2,2167,1,0,1,1653494,84,755.36,0,1,0,1580047.0
55,1,1,2,0,1,31,53034,0,2,16728,1,0,5,2121360,36,751.91,0,1,0,1253982.0
49,1,0,0,1,0,29,65169,36770,2,8611,2,2,2,990949,84,765.17,0,1,0,990949.0
54,1,1,0,1,0,35,60107,21027,2,6236,1,2,1,584387,72,755.14,0,1,0,584387.0
56,1,0,1,1,0,32,48574,0,2,15626,2,1,0,284523,60,796.27,0,1,0,284523.0
64,0,1,1,1,1,36,56041,8225,2,15265,1,2,3,2182944,84,781.2,0,1,0,679175.0
64,1,1,2,1,0,45,58957,56333,2,7555,1,0,1,1581118,72,805.75,0,1,0,1519535.0
62,1,0,1,1,0,35,61182,41632,2,5770,2,1,2,1229267,12,767.84,0,1,0,1229267.0
55,0,0,1,1,0,25,47067,0,2,4270,1,2,1,1882680,84,789.46,0,1,0,1288665.0
61,0,1,1,0,0,39,56452,0,2,15471,1,1,1,308792,84,763.75,0,1,0,308792.0
53,0,1,0,1,0,26,61797,0,2,1733,0,1,0,1382367,24,751.65,0,1,0,1382367.0
53,1,1,0,1,0,26,48925,0,2,736,1,2,1,122819,84,758.5,0,1,0,122819.0
56,0,0,1,1,0,34,66943,0,2,12520,0,1,4,583955,84,755.78,0,1,0,583955.0
64,1,1,0,1,0,31,41791,0,2,1620,1,0,2,1671640,24,772.37,0,1,0,1423805.0
64,1,1,0,1,0,43,60215,38347,2,19144,2,1,2,986899,48,758.58,0,1,0,986899.0
48,1,1,0,2,0,22,61396,0,2,7854,0,1,1,558519,72,771.85,0,1,0,558519.0
59,1,1,0,1,0,40,58699,0,2,6232,1,1,2,764154,72,761.76,0,1,0,764154.0
64,1,1,0,1,1,42,66487,0,2,13967,0,0,0,1829400,24,842.41,0,1,0,1829400.0
56,1,1,0,1,0,19,59543,0,2,5446,0,1,4,2181720,18,754.79,0,1,0,1985977.0
58,1,0,1,1,1,25,59688,16161,2,3998,2,0,5,208327,84,754.52,0,1,0,208327.0
53,1,1,0,1,0,32,58113,37655,2,12399,0,0,2,1260572,48,781.0,0,1,0,1260572.0
50,0,0,1,2,0,29,63265,0,1,10803,0,0,2,2330600,12,752.37,0,1,0,2084639.0
59,1,0,1,1,0,39,49687,0,2,4847,0,0,0,1837119,12,759.05,0,1,0,1680881.0
48,1,1,0,2,0,29,55929,0,2,8656,2,2,1,1723023,12,753.6,0,1,0,1723023.0
61,1,1,1,2,0,42,68590,0,1,10362,0,2,2,1664112,24,770.41,0,1,0,1664112.0
47,1,1,2,1,0,29,54249,0,2,13581,0,1,2,1969960,84,750.23,0,1,0,757911.0
60,1,1,1,1,0,30,42077,0,2,4755,0,1,2,559731,60,750.99,0,1,0,559731.0
57,1,1,0,1,0,31,56301,0,2,7196,1,2,3,2252040,72,755.4,0,1,0,1452423.0
52,0,1,2,1,0,32,59002,33820,2,10931,0,1,1,1749064,60,773.63,0,1,0,1409210.0
52,1,0,0,0,1,33,39100,0,2,7932,1,0,0,1564000,60,752.03,0,1,0,892580.0
50,0,0,2,1,0,32,53594,14514,1,213,1,1,0,1943760,12,778.57,0,1,0,1873234.0
63,1,1,1,0,1,41,59671,0,1,6078,0,1,3,1577886,24,790.27,0,1,0,1577886.0
64,1,0,0,1,0,47,67099,0,2,4031,1,1,0,290445,48,752.96,0,1,0,290445.0
52,1,1,0,1,0,32,59263,0,2,4082,0,0,0,101039,84,750.13,0,1,0,101039.0
63,0,1,3,2,1,27,76099,56662,2,2574,0,1,4,1490975,18,787.02,0,1,0,1490975.0
49,1,1,1,1,1,22,61843,41407,1,5480,1,1,1,722784,12,751.61,0,1,0,722784.0
64,1,0,1,1,1,46,68141,54602,1,9396,2,0,0,498204,12,766.04,0,1,0,498204.0
58,0,1,0,2,0,39,68551,0,2,10682,0,0,0,196034,18,758.56,0,1,0,196034.0
62,1,0,1,1,0,38,67503,0,2,9831,1,2,3,1947879,84,763.87,0,1,0,1536801.0
61,1,0,1,1,0,39,65642,43429,2,13307,1,0,4,993774,24,778.81,0,1,0,993774.0
60,0,0,2,1,1,39,61368,51004,2,17357,2,1,0,2254720,12,755.13,0,1,0,1939596.0
61,1,1,2,2,0,22,62675,0,2,6539,1,2,3,2183931,72,803.12,0,1,0,1722817.0
64,1,1,0,1,0,34,56441,41876,1,7424,1,1,1,2057640,24,767.48,0,1,0,1797259.0
61,0,0,2,1,0,36,49907,0,2,14005,1,0,5,1388380,60,750.29,0,1,0,906445.0
63,1,1,0,1,0,46,60027,0,2,16129,0,1,3,2201080,84,788.29,0,1,0,746109.0
59,0,1,0,2,0,34,58796,0,2,7951,1,0,2,2181839,48,750.72,0,1,0,1676212.0
54,1,0,2,1,0,30,65392,0,2,19264,2,2,1,2085129,72,765.43,0,1,0,901712.0
51,1,1,1,1,0,27,63086,0,2,14405,1,1,2,1226778,18,752.43,0,1,0,1226778.0
52,1,1,0,1,1,33,65590,0,2,3567,0,2,2,130659,24,750.91,0,1,0,130659.0
62,1,1,1,1,0,36,57381,9531,2,4631,0,1,4,422025,36,768.19,0,1,0,422025.0
62,1,0,0,2,0,41,63761,0,2,5679,1,0,4,2116313,24,764.6,0,1,0,2095339.0
63,1,1,2,1,1,36,56751,0,2,10769,1,1,0,1254826,24,780.5,0,1,0,1254826.0
60,0,1,1,1,0,37,46767,46965,1,14174,0,1,3,381600,48,778.73,0,1,0,381600.0
61,0,0,0,2,0,38,66112,0,1,14602,0,0,1,276667,84,763.38,0,1,0,276667.0
59,1,0,1,1,1,33,58465,54034,2,3124,1,1,0,330956,18,786.28,0,1,0,330956.0
58,0,0,0,1,0,40,63632,0,0,9322,0,0,1,1534464,18,756.63,0,1,1,1534464.0
62,0,1,1,1,0,38,63137,0,1,4152,2,2,2,1678968,12,759.27,0,1,0,1678968.0
64,1,1,2,1,0,40,58391,43461,1,2349,0,1,1,816981,72,753.33,0,1,0,816981.0
53,0,0,1,2,0,25,68421,0,2,2692,2,0,1,1283081,18,763.33,0,1,0,1283081.0
62,1,1,0,1,0,42,66143,0,2,1401,1,1,4,235374,12,754.08,0,1,0,235374.0
51,1,0,1,1,1,31,59250,0,2,1283,1,1,2,2170000,24,755.79,0,1,0,2042958.0
63,1,1,0,1,1,40,61360,0,2,15071,1,2,1,1190414,24,780.85,0,1,0,1190414.0
49,1,1,1,0,0,20,66060,34964,2,6571,0,2,3,2442400,24,751.28,0,1,0,2154396.0
54,0,1,1,1,1,34,57027,0,2,9538,2,2,3,1974574,18,769.09,0,1,0,1824261.0
51,0,1,0,1,0,16,61194,47681,2,6354,1,2,3,1622842,84,750.34,0,1,0,1608054.0
54,0,1,0,1,1,34,56766,43479,0,2587,0,1,1,90069,12,767.3,0,1,0,90069.0
53,1,0,0,1,0,36,62728,33128,2,5010,2,2,3,415563,12,781.9,0,1,0,415563.0
58,1,1,0,2,1,25,62648,0,2,11971,1,1,2,1070546,24,780.44,0,1,0,1070546.0
64,1,0,2,2,0,44,64271,34646,0,16126,0,1,5,1171128,48,796.64,0,1,1,1171128.0
58,1,1,0,1,0,16,61770,28183,2,13918,1,1,1,1493015,36,761.33,0,1,0,1493015.0
56,0,1,0,1,0,26,63557,0,2,7713,1,1,1,684394,48,789.41,0,1,0,684394.0
55,0,1,0,1,1,38,60788,10957,2,18792,0,0,2,1832884,60,755.25,0,1,0,1000060.0
59,1,0,1,1,1,38,51135,9971,2,14740,0,2,2,1296559,48,761.47,0,1,0,1082205.0
60,0,1,1,2,0,28,51732,57884,1,13141,0,2,4,1043879,24,777.51,0,1,0,1043879.0
34,0,1,0,2,1,15,58063,58470,2,8624,0,2,0,461611,48,757.84,0,1,0,461611.0
56,1,1,0,2,1,28,60741,36407,0,1923,1,1,0,733803,48,759.1,0,1,1,733803.0
55,1,1,0,2,0,21,64571,0,0,2281,1,1,2,2405109,24,751.45,0,1,1,2205241.0
52,1,0,2,1,0,17,50831,0,2,7481,2,0,2,1055391,12,757.92,0,1,0,1055391.0
63,1,1,1,1,1,42,52042,0,2,7179,1,1,3,2081680,84,762.35,0,1,0,1218434.0
59,1,1,0,2,0,40,64598,44939,2,11204,2,1,3,1727907,24,784.27,0,1,0,1727907.0
57,1,1,1,2,0,38,63859,55325,1,2878,1,0,2,1873746,24,787.35,0,1,0,1873746.0
55,1,1,1,1,0,22,63316,0,2,17664,1,0,2,968316,72,750.83,0,1,0,944252.0
57,0,0,1,1,0,35,56322,0,2,706,1,2,3,1975553,48,771.54,0,1,0,1937382.0
49,1,1,2,1,0,28,66179,0,2,16864,0,0,3,1896567,12,755.37,0,1,0,1896567.0
61,1,1,1,2,1,21,65880,43558,2,11262,1,2,3,2435200,24,764.09,0,1,0,2035512.0
61,0,0,0,2,0,42,63467,11087,1,12638,2,1,0,661489,24,757.66,0,1,0,661489.0
63,1,0,0,1,0,28,55775,39762,2,9144,2,2,1,1081353,84,794.13,0,1,0,1081353.0
57,0,0,0,1,0,30,67595,0,1,820,2,2,3,126676,36,771.7,0,1,0,126676.0
41,0,0,1,1,0,21,62349,0,1,1516,1,2,3,1754599,84,758.19,0,1,0,1754599.0
52,1,1,0,1,0,30,59783,0,2,1078,2,1,2,1017189,84,755.72,0,1,0,1017189.0
49,1,1,0,1,0,25,50629,0,2,10497,2,2,1,203886,60,788.35,0,1,0,203886.0
48,1,0,3,1,0,23,59024,48719,2,13062,1,1,2,1923108,18,751.87,0,1,0,1830724.0
60,0,1,1,1,0,28,62478,37998,2,5474,0,0,3,482586,72,790.03,0,1,0,482586.0
64,0,1,1,2,0,38,72587,49889,2,7483,1,1,2,1681333,72,762.14,0,1,0,1681333.0
60,0,0,3,1,1,41,63397,56957,2,14291,1,2,5,1335685,72,755.9,0,1,0,1189943.0
57,0,1,0,1,0,38,63911,44925,2,5852,1,2,5,1728811,18,751.01,0,1,0,1728811.0
61,1,1,1,2,1,40,65272,0,2,17044,1,2,1,499141,12,797.04,0,1,0,499141.0
59,0,1,0,1,1,31,61485,35457,2,2732,0,0,3,354375,36,778.44,0,1,0,354375.0
55,0,1,2,2,0,35,62019,0,2,20020,0,1,0,1011994,48,760.57,0,1,0,1011994.0
49,1,0,2,1,0,27,56380,0,0,13377,0,0,1,1215634,24,755.78,0,1,1,1215634.0
54,0,1,0,1,1,29,56850,40891,2,16544,0,1,1,793452,24,771.27,0,1,0,793452.0
57,1,1,1,2,0,38,70843,0,2,5269,2,0,3,1329400,18,765.92,0,1,0,1329400.0
64,1,1,1,1,0,40,47732,16456,2,12402,2,2,1,1443251,18,754.19,0,1,0,1443251.0
55,1,0,1,1,1,29,55924,0,0,15797,1,2,4,563406,36,761.35,0,1,1,563406.0
58,0,1,0,0,1,38,61124,46642,2,1008,0,1,2,343815,48,766.47,0,1,0,343815.0
61,0,1,1,1,0,25,59300,15673,1,20020,2,1,4,1480245,36,752.18,0,1,0,1354780.0
57,1,1,0,1,1,35,48978,0,1,5696,0,1,1,1959120,24,771.69,0,1,0,1577526.0
52,1,1,1,2,0,31,66224,0,2,8663,1,2,0,2283434,18,761.15,0,1,0,2161906.0
58,1,1,0,2,0,34,67472,56554,2,22925,0,1,1,129067,12,764.57,0,1,0,129067.0
64,1,1,2,1,0,37,66028,0,1,13993,2,1,1,225511,18,770.49,0,1,0,225511.0
60,0,0,0,1,0,26,71215,51887,2,24808,1,0,1,565874,48,756.24,0,1,0,565874.0
62,1,0,0,1,0,39,66087,0,1,13698,0,1,3,1874629,72,751.94,0,1,0,1326789.0
56,1,1,1,2,0,33,56881,48900,2,3033,2,0,0,2075240,48,768.52,0,1,0,1845251.0
64,1,0,0,1,0,46,58513,39416,2,7773,0,2,2,1579390,72,797.94,0,1,0,1488299.0
61,1,0,1,1,0,34,56940,0,2,19841,0,2,2,486041,60,750.78,0,1,0,486041.0
49,1,0,0,1,0,27,49151,49641,2,13644,0,2,2,686802,48,791.78,0,1,0,686802.0
62,0,1,1,0,1,30,46330,0,2,8058,1,1,1,747232,12,751.96,0,1,0,747232.0
63,1,1,0,1,0,23,45791,47201,2,4088,2,1,1,927214,60,768.63,0,1,0,927214.0
49,0,1,2,1,0,30,49694,24807,2,7502,1,0,2,1198992,18,802.82,0,1,0,1198992.0
52,1,1,3,1,1,32,64858,0,1,16102,2,2,1,1253045,84,793.12,0,1,0,917462.0
57,1,1,0,1,0,38,60552,21885,2,9252,0,2,4,2097964,24,807.64,0,1,0,1897272.0
60,0,1,0,1,0,39,61631,0,1,2205,1,0,0,1997357,48,750.83,0,1,0,1997357.0
43,1,1,1,2,0,22,65842,0,2,7298,1,2,3,1054048,36,768.42,0,1,0,1054048.0
54,0,1,1,2,0,29,56706,0,0,1117,0,1,1,1459043,24,760.8,0,1,1,1459043.0
57,1,1,0,2,0,37,53592,45355,1,12038,1,0,0,2143680,24,757.39,0,1,0,1586808.0
60,0,0,0,1,0,38,56745,0,0,9108,1,1,1,1492074,24,754.86,0,1,1,1492074.0
48,0,1,3,1,1,30,67545,0,2,2622,0,2,1,70364,72,766.48,0,1,0,70364.0
34,0,1,0,1,0,15,60557,0,1,7020,0,0,3,2042668,36,751.5,0,1,0,1866775.0
59,0,1,0,2,0,24,70576,0,2,4310,2,1,2,1914083,72,767.1,0,1,0,1914083.0
54,0,1,3,1,1,33,51568,30304,1,5664,0,2,1,226278,18,763.58,0,1,0,226278.0
64,1,1,0,1,0,38,49331,16996,2,485,2,0,1,843486,36,771.94,0,1,0,843486.0
39,1,1,0,1,0,20,63004,0,1,1912,0,0,0,430676,36,770.49,0,1,0,430676.0
45,0,0,0,1,0,22,63526,0,2,1417,0,1,2,1535931,60,782.87,0,1,0,1535931.0
60,1,1,0,2,0,40,59868,40805,0,4356,2,0,2,1344938,12,756.11,0,1,1,1344938.0
54,0,0,1,2,1,33,69469,0,2,406,0,2,4,1825947,24,752.05,0,1,0,1825947.0
58,1,1,0,1,0,32,66458,0,2,8855,0,0,3,1167631,84,777.52,0,1,0,1167631.0
52,1,1,1,1,0,34,69917,0,2,14898,1,0,3,992183,18,802.41,0,1,0,992183.0
45,1,0,0,1,0,26,62667,32588,0,8428,0,1,0,1628256,18,754.81,0,1,1,1628256.0
64,0,1,0,1,1,43,56866,0,2,13552,1,0,2,141153,48,756.34,0,1,0,141153.0
60,0,1,0,1,1,39,62873,0,1,7841,1,1,5,1359216,12,772.58,0,1,0,1359216.0
54,1,1,0,1,0,36,62673,59614,2,9855,0,2,1,2262671,48,776.49,0,1,0,1720515.0
55,0,1,0,1,0,35,59897,11194,1,1898,2,2,0,930073,84,759.88,0,1,0,930073.0
48,0,1,3,1,0,25,56710,0,2,17963,0,2,3,566158,18,753.6,0,1,0,566158.0
63,0,0,1,1,0,33,57854,23015,2,1778,0,1,4,1938074,18,766.74,0,1,0,1938074.0
58,1,1,0,2,0,34,62103,38741,2,12084,2,1,2,1444518,24,752.22,0,1,0,1444518.0
47,1,0,0,1,1,22,75151,0,0,785,1,1,1,606915,48,757.61,0,1,1,606915.0
62,1,1,1,1,0,41,57541,0,2,1817,0,1,3,902228,60,775.55,0,1,0,902228.0
50,1,0,0,2,0,27,72707,24401,1,19786,2,2,3,2350852,72,757.72,0,1,0,1120153.0
60,1,1,1,1,1,41,49787,0,1,4795,0,1,5,1016707,36,752.58,0,1,0,1016707.0
59,0,1,3,1,0,30,66614,51205,2,5478,0,1,3,389626,84,771.29,0,1,0,389626.0
64,0,0,0,1,0,47,64800,21142,1,4927,1,1,0,997447,60,771.1,0,1,0,997447.0
63,1,1,0,0,0,42,36759,0,2,10182,0,2,2,770711,72,768.73,0,1,0,553461.0
42,1,1,0,1,0,19,61095,0,2,1991,1,1,1,149875,72,753.68,0,1,0,149875.0
57,1,1,0,2,1,40,68161,0,2,6182,1,2,1,1275584,48,821.65,0,1,0,1275584.0
62,1,1,0,1,0,30,47008,0,1,10929,0,1,1,1680320,48,766.57,0,1,0,1120688.0
52,1,0,3,2,0,33,69067,0,2,19121,2,1,3,1878998,24,765.82,0,1,0,1878998.0
40,0,1,2,1,1,21,52555,36836,2,12060,1,0,2,744796,24,756.23,0,1,0,744796.0
62,0,1,1,1,0,31,61433,32403,2,8810,0,1,2,712709,48,784.26,0,1,0,712709.0
56,0,0,0,1,1,27,62649,0,2,7690,1,2,2,1768719,12,761.13,0,1,0,1768719.0
50,1,1,1,1,0,18,65332,0,2,18028,1,0,1,1192769,12,754.05,0,1,0,1192769.0
59,1,1,0,1,0,41,63786,0,2,6475,1,1,1,2351440,12,781.16,0,1,0,2154810.0
64,0,1,2,1,0,39,46537,52866,2,15195,1,2,3,1309283,84,782.13,0,1,0,352415.0
64,1,1,0,1,1,44,53779,38748,1,3874,1,2,0,1333277,60,768.89,0,1,0,1333277.0
64,0,1,1,1,1,40,58713,0,1,14310,1,2,1,2081918,84,750.63,0,1,0,852915.0
64,0,1,0,1,0,37,60524,0,1,4005,1,2,0,994791,36,757.02,0,1,0,994791.0
61,0,0,0,1,1,32,59054,52368,1,12493,1,2,3,972030,72,774.12,0,1,0,972030.0
59,1,0,0,1,0,36,45375,48648,1,2211,1,1,1,474058,36,784.75,0,1,0,474058.0
51,1,1,2,1,0,31,58259,16432,2,15132,0,2,4,1604174,84,762.67,0,1,0,767977.0
63,1,0,1,0,0,44,43572,0,2,5810,0,0,0,857137,72,773.77,0,1,0,857137.0
63,0,1,1,0,0,39,61316,0,2,13885,0,0,3,1718401,24,786.53,0,1,0,1718401.0
62,0,1,1,1,0,33,64092,0,1,17370,1,1,4,1760695,18,771.94,0,1,0,1760695.0
59,0,1,1,1,1,39,61715,19484,2,1342,2,1,3,639777,12,774.24,0,1,0,639777.0
59,0,0,1,1,1,24,62317,0,2,14561,1,1,2,68576,12,764.07,0,1,0,68576.0
45,1,0,2,1,0,24,69062,0,2,898,1,0,1,828127,84,767.47,0,1,0,828127.0
56,0,1,0,1,0,26,57932,14066,2,8100,1,1,0,226244,36,750.08,0,1,0,226244.0
58,0,0,0,1,0,35,72339,19333,2,4069,1,1,0,926969,24,753.7,0,1,0,926969.0
61,1,0,1,1,0,39,42344,0,2,9700,0,0,3,115982,48,754.24,0,1,0,115982.0
60,1,0,0,1,0,41,45502,26880,0,4088,0,1,0,1612186,18,819.78,0,1,1,1518986.0
62,0,1,0,1,0,39,56965,0,2,19151,1,2,2,53397,18,758.73,0,1,0,53397.0
59,1,0,2,1,0,25,56140,0,2,81,1,2,0,1063971,24,793.55,0,1,0,1063971.0
61,0,1,1,1,0,34,63800,0,2,2120,1,1,0,199811,48,757.96,0,1,0,199811.0
59,0,0,0,1,1,34,66764,48696,1,422,1,2,1,1419594,18,816.22,0,1,0,1419594.0
55,0,1,1,2,1,21,71579,0,2,13739,0,2,0,2352149,18,759.91,0,1,0,2257963.0
63,1,1,2,2,0,42,69757,0,2,12542,2,0,0,1887828,84,825.68,0,1,0,1387967.0
46,1,1,2,1,0,26,54355,0,2,11439,0,1,0,1974200,36,773.25,0,1,0,1490621.0
61,1,1,0,1,0,29,57980,0,1,11851,0,1,3,335445,12,751.19,0,1,0,335445.0
42,1,1,0,1,0,18,40481,0,2,6160,0,2,1,1619240,60,755.92,0,1,0,1047235.0
63,1,1,1,2,0,39,66173,0,1,18857,0,0,0,1093179,48,787.49,0,1,0,1093179.0
55,0,1,3,1,1,37,62456,0,2,4718,2,2,0,1290678,24,814.45,0,1,0,1290678.0
60,1,1,1,1,0,34,64052,0,2,8885,2,0,1,1042058,18,772.66,0,1,0,1042058.0
38,1,1,0,1,0,19,65158,13443,1,2756,0,0,0,1489273,60,756.36,0,1,0,1489273.0
57,1,0,1,2,0,38,67867,0,1,16867,1,2,2,1436803,72,755.01,0,1,0,1160921.0
47,0,0,0,2,0,24,69854,0,1,11237,1,2,4,872519,84,757.61,0,1,0,872519.0
64,0,0,1,1,0,32,56473,39327,2,669,2,2,2,1687824,36,756.31,0,1,0,1687824.0
61,0,1,2,0,0,40,41316,50927,2,6235,1,1,5,124221,84,755.18,0,1,0,124221.0
52,1,0,0,1,0,35,73673,0,1,5538,1,0,1,1267773,18,760.35,0,1,0,1267773.0
58,0,1,3,1,0,39,73178,0,0,12192,1,2,5,1457962,18,766.32,0,1,1,1457962.0
59,1,0,0,1,0,35,58051,48536,0,19091,1,0,3,1159237,48,764.95,0,1,1,1115417.0
64,0,1,2,2,0,34,62144,0,2,4853,0,1,0,1068219,84,786.02,0,1,0,1068219.0
52,0,1,1,1,1,28,55992,0,1,12232,1,1,1,840217,60,755.34,0,1,0,840217.0
57,1,0,1,2,0,38,71697,17988,2,8478,1,2,2,2118961,72,756.32,0,1,0,1898979.0
64,1,1,0,1,0,41,49339,0,2,13507,1,2,3,1577017,12,752.61,0,1,0,1564781.0
64,1,0,1,2,1,36,61133,29757,2,10187,0,1,2,1825514,12,763.22,0,1,0,1825514.0
57,0,0,0,1,1,40,51598,9231,0,12915,0,0,2,1554901,24,759.31,0,1,1,1495970.0
53,0,1,0,1,0,29,64546,0,0,10835,1,0,3,444372,72,752.09,0,1,0,444372.0
51,0,1,2,1,0,31,64176,29435,2,15586,0,0,3,934719,48,761.55,0,1,0,934719.0
50,0,1,2,1,0,29,60032,30512,2,13239,1,1,3,91710,24,765.86,0,1,0,91710.0
55,1,1,1,1,0,32,61579,0,2,7877,1,1,1,1766844,24,766.59,0,1,0,1766844.0
63,1,1,2,1,1,36,54642,0,2,15642,1,2,2,2185680,18,784.47,0,1,0,1630914.0
48,0,1,0,2,0,11,68117,48148,2,3179,0,0,1,808499,24,769.71,0,1,0,808499.0
60,1,1,1,2,0,16,68070,0,2,9509,1,0,0,2445844,12,764.68,0,1,0,2268342.0
50,1,1,0,1,0,31,64633,0,2,17667,1,1,2,2257074,84,756.13,0,1,0,778127.0
62,1,1,0,2,0,28,61472,17622,2,3796,1,2,4,1542374,36,769.62,0,1,0,1542374.0
56,1,1,0,1,0,37,61653,0,2,19316,0,0,0,562066,24,767.73,0,1,0,562066.0
55,0,0,0,1,0,35,60531,30444,2,14257,1,1,2,2221240,12,771.31,0,1,0,1947501.0
63,1,0,1,1,1,44,52045,0,2,15226,0,2,3,340234,18,778.86,0,1,0,340234.0
55,0,0,1,0,0,30,63362,0,1,4064,2,0,1,877659,84,757.8,0,1,0,877659.0
62,0,1,2,2,0,32,63637,0,2,8744,1,0,2,1396792,18,758.06,0,1,0,1396792.0
63,1,1,1,2,0,26,58813,31627,2,1460,1,1,3,1302464,12,757.67,0,1,0,1302464.0
53,0,1,2,0,0,23,64790,0,2,545,0,0,0,273001,36,768.04,0,1,0,273001.0
59,0,0,0,1,0,42,60478,0,2,8987,0,1,0,1523927,84,794.36,0,1,0,1361822.0
61,0,0,1,1,0,24,62413,15551,2,6787,1,0,2,604732,72,788.96,0,1,0,604732.0
59,1,1,0,1,1,33,61427,0,2,361,1,2,3,207850,72,761.65,0,1,0,207850.0
34,1,0,1,1,0,2,39509,52662,2,9222,0,0,0,809514,12,768.03,0,1,0,809514.0
55,0,1,1,1,0,34,56880,0,1,12811,0,2,2,1414861,60,761.97,0,1,0,1222140.0
48,0,1,0,1,1,17,38165,46576,2,5764,0,2,1,948724,18,766.14,0,1,0,948724.0
50,1,0,2,2,1,12,60039,56659,2,1722,0,0,2,2167700,24,766.52,0,1,0,2060037.0
62,0,1,1,1,1,26,56139,0,2,3458,2,2,0,438292,24,752.7,0,1,0,438292.0
22,0,0,2,0,0,4,64413,33113,2,3868,1,2,3,1874045,24,757.45,0,1,0,1874045.0
53,0,1,1,1,0,30,69134,0,2,7961,1,0,2,697605,84,757.88,0,1,0,697605.0
64,1,1,0,2,1,38,75013,0,0,3898,0,2,0,1723850,72,766.93,0,1,1,1723850.0
55,1,1,2,1,0,23,58503,0,0,14157,0,2,1,1507071,72,767.2,0,1,1,1028301.0
46,1,1,1,2,0,21,59984,0,2,14527,0,2,3,1814518,84,750.55,0,1,0,879172.0
63,1,1,1,2,0,38,77547,53347,0,9503,0,0,3,402191,12,753.18,0,1,0,402191.0
52,0,0,1,2,0,34,61122,10367,0,2379,0,0,4,1626575,18,813.45,0,1,1,1626575.0
64,1,0,0,1,1,37,52071,0,1,6651,1,1,4,1424896,36,753.98,0,1,0,1424896.0
64,0,1,1,2,0,36,50372,0,2,5951,1,2,1,1833344,12,780.01,0,1,0,1691608.0
49,1,1,2,2,1,26,56521,0,2,11543,1,0,2,1867905,12,776.01,0,1,0,1839719.0
62,0,0,1,1,1,35,60502,38181,0,4466,1,2,2,696340,60,758.13,0,1,1,696340.0
56,1,1,2,1,0,31,73007,19835,2,9049,0,1,4,464409,12,790.42,0,1,0,464409.0
54,0,1,1,1,0,28,64855,0,2,4869,1,0,5,550520,60,756.92,0,1,0,550520.0
48,1,1,0,1,0,28,50842,0,2,12878,2,0,0,1833680,72,754.61,0,1,0,852254.0
51,0,1,1,1,0,30,56096,26060,2,16760,1,0,2,87676,48,760.89,0,1,0,87676.0
63,0,0,3,2,0,43,70538,0,2,12260,1,0,5,451239,18,772.35,0,1,0,451239.0
60,1,0,0,1,0,40,56294,52697,1,6680,1,1,2,2251760,24,771.48,0,1,0,1809970.0
64,0,0,0,1,0,43,50276,29600,2,5779,1,2,1,1597282,72,758.02,0,1,0,1343572.0
56,1,1,1,1,0,32,56420,19101,2,6848,1,1,3,1773244,12,762.86,0,1,0,1773244.0
57,1,1,3,0,1,29,53643,0,2,5400,0,1,1,110141,36,767.7,0,1,0,110141.0
58,1,0,1,1,0,39,55960,0,2,2593,1,0,3,1679736,72,769.11,0,1,0,1679736.0
54,1,1,1,0,0,33,37500,0,2,10374,0,1,3,1500000,18,768.5,0,1,0,1125768.0
55,1,1,0,2,0,33,67352,0,1,14917,1,2,0,2244508,18,785.76,0,1,0,2088814.0
62,0,1,1,1,0,37,59896,0,1,3062,0,0,1,1073385,60,773.79,0,1,0,1073385.0
58,1,0,2,1,0,26,62387,0,2,3649,2,2,2,2403720,84,750.0,0,1,0,1877029.0
59,1,0,0,2,0,33,73603,46732,2,23727,2,2,0,1324354,36,751.05,0,1,0,1324354.0
53,0,1,2,2,0,30,60496,0,2,13102,0,1,3,2052161,84,777.2,0,1,0,1016792.0
63,1,0,0,0,0,32,52038,25775,0,14356,1,2,0,376233,24,755.36,0,1,0,376233.0
59,0,1,1,1,1,36,59234,0,2,19850,1,2,5,1429745,48,761.46,0,1,0,1120390.0
47,1,0,2,2,1,28,71530,0,2,5440,2,0,4,2133728,60,794.32,0,1,0,2133728.0
63,0,1,2,2,1,34,68359,0,2,4836,2,1,0,2363110,72,762.47,0,1,0,2044373.0
58,0,0,0,1,0,37,61788,25519,2,361,2,1,2,1727459,36,762.95,0,1,0,1727459.0
61,1,1,0,1,1,36,64503,34203,1,5222,1,1,0,1957272,18,769.09,0,1,0,1957272.0
61,0,1,0,1,0,42,62608,0,2,20664,0,2,2,2176293,60,769.57,0,1,0,951440.0
64,0,1,1,1,0,40,67609,0,2,13026,1,2,1,756492,60,786.74,0,1,0,756492.0
59,1,1,0,2,1,16,56981,0,1,10680,0,0,2,1921875,48,760.77,0,1,0,1481695.0
58,1,1,1,1,0,31,69350,0,2,11755,1,1,4,193080,48,757.31,0,1,0,193080.0
53,0,0,1,1,0,24,59676,0,0,16655,1,1,2,1826427,48,756.4,0,1,1,1289220.0
64,1,1,1,1,0,46,65756,29541,0,9290,0,2,3,479770,18,798.64,0,1,0,479770.0
54,0,1,0,1,0,34,58111,0,1,4608,0,0,4,754094,12,771.13,0,1,0,754094.0
