Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Approved_Status,Approved_Bank,Hidden_CIBIL
51,1,1,1,1,0,27,63086,0,2,14405,1,1,2,1226778,18,1,0,752.43
52,1,1,0,1,1,33,65590,0,2,3567,0,2,2,130659,24,1,0,750.91
62,1,1,1,1,0,36,57381,9531,2,4631,0,1,4,422025,36,1,0,768.19
62,1,0,0,2,0,41,63761,0,2,5679,1,0,4,2116313,24,1,0,764.6
63,1,1,2,1,1,36,56751,0,2,10769,1,1,0,1254826,24,1,0,780.5
60,0,1,1,1,0,37,46767,46965,1,14174,0,1,3,381600,48,1,0,778.73
61,0,0,0,2,0,38,66112,0,1,14602,0,0,1,276667,84,1,0,763.38
59,1,0,1,1,1,33,58465,54034,2,3124,1,1,0,330956,18,1,0,786.28
58,0,0,0,1,0,40,63632,0,0,9322,0,0,1,1534464,18,1,0,756.63
62,0,1,1,1,0,38,63137,0,1,4152,2,2,2,1678968,12,1,0,759.27
64,1,1,2,1,0,40,58391,43461,1,2349,0,1,1,816981,72,1,0,753.33
53,0,0,1,2,0,25,68421,0,2,2692,2,0,1,1283081,18,1,0,763.33
62,1,1,0,1,0,42,66143,0,2,1401,1,1,4,235374,12,1,0,754.08
51,1,0,1,1,1,31,59250,0,2,1283,1,1,2,2170000,24,1,0,755.79
63,1,1,0,1,1,40,61360,0,2,15071,1,2,1,1190414,24,1,0,780.85
49,1,1,1,0,0,20,66060,34964,2,6571,0,2,3,2442400,24,1,0,751.28
54,0,1,1,1,1,34,57027,0,2,9538,2,2,3,1974574,18,1,0,769.09
51,0,1,0,1,0,16,61194,47681,2,6354,1,2,3,1622842,84,1,0,750.34
54,0,1,0,1,1,34,56766,43479,0,2587,0,1,1,90069,12,1,0,767.3
53,1,0,0,1,0,36,62728,33128,2,5010,2,2,3,415563,12,1,0,781.9
58,1,1,0,2,1,25,62648,0,2,11971,1,1,2,1070546,24,1,0,780.44
64,1,0,2,2,0,44,64271,34646,0,16126,0,1,5,1171128,48,1,0,796.64
58,1,1,0,1,0,16,61770,28183,2,13918,1,1,1,1493015,36,1,0,761.33
56,0,1,0,1,0,26,63557,0,2,7713,1,1,1,684394,48,1,0,789.41
55,0,1,0,1,1,38,60788,10957,2,18792,0,0,2,1832884,60,1,0,755.25
59,1,0,1,1,1,38,51135,9971,2,14740,0,2,2,1296559,48,1,0,761.47
60,0,1,1,2,0,28,51732,57884,1,13141,0,2,4,1043879,24,1,0,777.51
34,0,1,0,2,1,15,58063,58470,2,8624,0,2,0,461611,48,1,0,757.84
56,1,1,0,2,1,28,60741,36407,0,1923,1,1,0,733803,48,1,0,759.1
55,1,1,0,2,0,21,64571,0,0,2281,1,1,2,2405109,24,1,0,751.45
52,1,0,2,1,0,17,50831,0,2,7481,2,0,2,1055391,12,1,0,757.92
63,1,1,1,1,1,42,52042,0,2,7179,1,1,3,2081680,84,1,0,762.35
59,1,1,0,2,0,40,64598,44939,2,11204,2,1,3,1727907,24,1,0,784.27
57,1,1,1,2,0,38,63859,55325,1,2878,1,0,2,1873746,24,1,0,787.35
55,1,1,1,1,0,22,63316,0,2,17664,1,0,2,968316,72,1,0,750.83
57,0,0,1,1,0,35,56322,0,2,706,1,2,3,1975553,48,1,0,771.54
49,1,1,2,1,0,28,66179,0,2,16864,0,0,3,1896567,12,1,0,755.37
61,1,1,1,2,1,21,65880,43558,2,11262,1,2,3,2435200,24,1,0,764.09
61,0,0,0,2,0,42,63467,11087,1,12638,2,1,0,661489,24,1,0,757.66
63,1,0,0,1,0,28,55775,39762,2,9144,2,2,1,1081353,84,1,0,794.13
57,0,0,0,1,0,30,67595,0,1,820,2,2,3,126676,36,1,0,771.7
41,0,0,1,1,0,21,62349,0,1,1516,1,2,3,1754599,84,1,0,758.19
52,1,1,0,1,0,30,59783,0,2,1078,2,1,2,1017189,84,1,0,755.72
49,1,1,0,1,0,25,50629,0,2,10497,2,2,1,203886,60,1,0,788.35
48,1,0,3,1,0,23,59024,48719,2,13062,1,1,2,1923108,18,1,0,751.87
60,0,1,1,1,0,28,62478,37998,2,5474,0,0,3,482586,72,1,0,790.03
64,0,1,1,2,0,38,72587,49889,2,7483,1,1,2,1681333,72,1,0,762.14
60,0,0,3,1,1,41,63397,56957,2,14291,1,2,5,1335685,72,1,0,755.9
57,0,1,0,1,0,38,63911,44925,2,5852,1,2,5,1728811,18,1,0,751.01
61,1,1,1,2,1,40,65272,0,2,17044,1,2,1,499141,12,1,0,797.04
59,0,1,0,1,1,31,61485,35457,2,2732,0,0,3,354375,36,1,0,778.44
55,0,1,2,2,0,35,62019,0,2,20020,0,1,0,1011994,48,1,0,760.57
49,1,0,2,1,0,27,56380,0,0,13377,0,0,1,1215634,24,1,0,755.78
54,0,1,0,1,1,29,56850,40891,2,16544,0,1,1,793452,24,1,0,771.27
57,1,1,1,2,0,38,70843,0,2,5269,2,0,3,1329400,18,1,0,765.92
64,1,1,1,1,0,40,47732,16456,2,12402,2,2,1,1443251,18,1,0,754.19
55,1,0,1,1,1,29,55924,0,0,15797,1,2,4,563406,36,1,0,761.35
58,0,1,0,0,1,38,61124,46642,2,1008,0,1,2,343815,48,1,0,766.47
61,0,1,1,1,0,25,59300,15673,1,20020,2,1,4,1480245,36,1,0,752.18
57,1,1,0,1,1,35,48978,0,1,5696,0,1,1,1959120,24,1,0,771.69
52,1,1,1,2,0,31,66224,0,2,8663,1,2,0,2283434,18,1,0,761.15
58,1,1,0,2,0,34,67472,56554,2,22925,0,1,1,129067,12,1,0,764.57
64,1,1,2,1,0,37,66028,0,1,13993,2,1,1,225511,18,1,0,770.49
60,0,0,0,1,0,26,71215,51887,2,24808,1,0,1,565874,48,1,0,756.24
62,1,0,0,1,0,39,66087,0,1,13698,0,1,3,1874629,72,1,0,751.94
56,1,1,1,2,0,33,56881,48900,2,3033,2,0,0,2075240,48,1,0,768.52
64,1,0,0,1,0,46,58513,39416,2,7773,0,2,2,1579390,72,1,0,797.94
61,1,0,1,1,0,34,56940,0,2,19841,0,2,2,486041,60,1,0,750.78
49,1,0,0,1,0,27,49151,49641,2,13644,0,2,2,686802,48,1,0,791.78
62,0,1,1,0,1,30,46330,0,2,8058,1,1,1,747232,12,1,0,751.96
63,1,1,0,1,0,23,45791,47201,2,4088,2,1,1,927214,60,1,0,768.63
49,0,1,2,1,0,30,49694,24807,2,7502,1,0,2,1198992,18,1,0,802.82
52,1,1,3,1,1,32,64858,0,1,16102,2,2,1,1253045,84,1,0,793.12
57,1,1,0,1,0,38,60552,21885,2,9252,0,2,4,2097964,24,1,0,807.64
60,0,1,0,1,0,39,61631,0,1,2205,1,0,0,1997357,48,1,0,750.83
43,1,1,1,2,0,22,65842,0,2,7298,1,2,3,1054048,36,1,0,768.42
54,0,1,1,2,0,29,56706,0,0,1117,0,1,1,1459043,24,1,0,760.8
57,1,1,0,2,0,37,53592,45355,1,12038,1,0,0,2143680,24,1,0,757.39
60,0,0,0,1,0,38,56745,0,0,9108,1,1,1,1492074,24,1,0,754.86
48,0,1,3,1,1,30,67545,0,2,2622,0,2,1,70364,72,1,0,766.48
34,0,1,0,1,0,15,60557,0,1,7020,0,0,3,2042668,36,1,0,751.5
59,0,1,0,2,0,24,70576,0,2,4310,2,1,2,1914083,72,1,0,767.1
54,0,1,3,1,1,33,51568,30304,1,5664,0,2,1,226278,18,1,0,763.58
64,1,1,0,1,0,38,49331,16996,2,485,2,0,1,843486,36,1,0,771.94
39,1,1,0,1,0,20,63004,0,1,1912,0,0,0,430676,36,1,0,770.49
45,0,0,0,1,0,22,63526,0,2,1417,0,1,2,1535931,60,1,0,782.87
60,1,1,0,2,0,40,59868,40805,0,4356,2,0,2,1344938,12,1,0,756.11
54,0,0,1,2,1,33,69469,0,2,406,0,2,4,1825947,24,1,0,752.05
58,1,1,0,1,0,32,66458,0,2,8855,0,0,3,1167631,84,1,0,777.52
52,1,1,1,1,0,34,69917,0,2,14898,1,0,3,992183,18,1,0,802.41
45,1,0,0,1,0,26,62667,32588,0,8428,0,1,0,1628256,18,1,0,754.81
64,0,1,0,1,1,43,56866,0,2,13552,1,0,2,141153,48,1,0,756.34
60,0,1,0,1,1,39,62873,0,1,7841,1,1,5,1359216,12,1,0,772.58
54,1,1,0,1,0,36,62673,59614,2,9855,0,2,1,2262671,48,1,0,776.49
55,0,1,0,1,0,35,59897,11194,1,1898,2,2,0,930073,84,1,0,759.88
48,0,1,3,1,0,25,56710,0,2,17963,0,2,3,566158,18,1,0,753.6
63,0,0,1,1,0,33,57854,23015,2,1778,0,1,4,1938074,18,1,0,766.74
58,1,1,0,2,0,34,62103,38741,2,12084,2,1,2,1444518,24,1,0,752.22
47,1,0,0,1,1,22,75151,0,0,785,1,1,1,606915,48,1,0,757.61
62,1,1,1,1,0,41,57541,0,2,1817,0,1,3,902228,60,1,0,775.55
50,1,0,0,2,0,27,72707,24401,1,19786,2,2,3,2350852,72,1,0,757.72
60,1,1,1,1,1,41,49787,0,1,4795,0,1,5,1016707,36,1,0,752.58
59,0,1,3,1,0,30,66614,51205,2,5478,0,1,3,389626,84,1,0,771.29
64,0,0,0,1,0,47,64800,21142,1,4927,1,1,0,997447,60,1,0,771.1
63,1,1,0,0,0,42,36759,0,2,10182,0,2,2,770711,72,1,0,768.73
42,1,1,0,1,0,19,61095,0,2,1991,1,1,1,149875,72,1,0,753.68
57,1,1,0,2,1,40,68161,0,2,6182,1,2,1,1275584,48,1,0,821.65
62,1,1,0,1,0,30,47008,0,1,10929,0,1,1,1680320,48,1,0,766.57
52,1,0,3,2,0,33,69067,0,2,19121,2,1,3,1878998,24,1,0,765.82
40,0,1,2,1,1,21,52555,36836,2,12060,1,0,2,744796,24,1,0,756.23
62,0,1,1,1,0,31,61433,32403,2,8810,0,1,2,712709,48,1,0,784.26
56,0,0,0,1,1,27,62649,0,2,7690,1,2,2,1768719,12,1,0,761.13
50,1,1,1,1,0,18,65332,0,2,18028,1,0,1,1192769,12,1,0,754.05
59,1,1,0,1,0,41,63786,0,2,6475,1,1,1,2351440,12,1,0,781.16
64,0,1,2,1,0,39,46537,52866,2,15195,1,2,3,1309283,84,1,0,782.13
64,1,1,0,1,1,44,53779,38748,1,3874,1,2,0,1333277,60,1,0,768.89
64,0,1,1,1,1,40,58713,0,1,14310,1,2,1,2081918,84,1,0,750.63
64,0,1,0,1,0,37,60524,0,1,4005,1,2,0,994791,36,1,0,757.02
61,0,0,0,1,1,32,59054,52368,1,12493,1,2,3,972030,72,1,0,774.12
59,1,0,0,1,0,36,45375,48648,1,2211,1,1,1,474058,36,1,0,784.75
51,1,1,2,1,0,31,58259,16432,2,15132,0,2,4,1604174,84,1,0,762.67
63,1,0,1,0,0,44,43572,0,2,5810,0,0,0,857137,72,1,0,773.77
63,0,1,1,0,0,39,61316,0,2,13885,0,0,3,1718401,24,1,0,786.53
62,0,1,1,1,0,33,64092,0,1,17370,1,1,4,1760695,18,1,0,771.94
59,0,1,1,1,1,39,61715,19484,2,1342,2,1,3,639777,12,1,0,774.24
59,0,0,1,1,1,24,62317,0,2,14561,1,1,2,68576,12,1,0,764.07
45,1,0,2,1,0,24,69062,0,2,898,1,0,1,828127,84,1,0,767.47
56,0,1,0,1,0,26,57932,14066,2,8100,1,1,0,226244,36,1,0,750.08
58,0,0,0,1,0,35,72339,19333,2,4069,1,1,0,926969,24,1,0,753.7
61,1,0,1,1,0,39,42344,0,2,9700,0,0,3,115982,48,1,0,754.24
60,1,0,0,1,0,41,45502,26880,0,4088,0,1,0,1612186,18,1,0,819.78
62,0,1,0,1,0,39,56965,0,2,19151,1,2,2,53397,18,1,0,758.73
59,1,0,2,1,0,25,56140,0,2,81,1,2,0,1063971,24,1,0,793.55
61,0,1,1,1,0,34,63800,0,2,2120,1,1,0,199811,48,1,0,757.96
59,0,0,0,1,1,34,66764,48696,1,422,1,2,1,1419594,18,1,0,816.22
55,0,1,1,2,1,21,71579,0,2,13739,0,2,0,2352149,18,1,0,759.91
63,1,1,2,2,0,42,69757,0,2,12542,2,0,0,1887828,84,1,0,825.68
46,1,1,2,1,0,26,54355,0,2,11439,0,1,0,1974200,36,1,0,773.25
61,1,1,0,1,0,29,57980,0,1,11851,0,1,3,335445,12,1,0,751.19
42,1,1,0,1,0,18,40481,0,2,6160,0,2,1,1619240,60,1,0,755.92
63,1,1,1,2,0,39,66173,0,1,18857,0,0,0,1093179,48,1,0,787.49
55,0,1,3,1,1,37,62456,0,2,4718,2,2,0,1290678,24,1,0,814.45
60,1,1,1,1,0,34,64052,0,2,8885,2,0,1,1042058,18,1,0,772.66
38,1,1,0,1,0,19,65158,13443,1,2756,0,0,0,1489273,60,1,0,756.36
57,1,0,1,2,0,38,67867,0,1,16867,1,2,2,1436803,72,1,0,755.01
47,0,0,0,2,0,24,69854,0,1,11237,1,2,4,872519,84,1,0,757.61
64,0,0,1,1,0,32,56473,39327,2,669,2,2,2,1687824,36,1,0,756.31
61,0,1,2,0,0,40,41316,50927,2,6235,1,1,5,124221,84,1,0,755.18
52,1,0,0,1,0,35,73673,0,1,5538,1,0,1,1267773,18,1,0,760.35
58,0,1,3,1,0,39,73178,0,0,12192,1,2,5,1457962,18,1,0,766.32
59,1,0,0,1,0,35,58051,48536,0,19091,1,0,3,1159237,48,1,0,764.95
64,0,1,2,2,0,34,62144,0,2,4853,0,1,0,1068219,84,1,0,786.02
52,0,1,1,1,1,28,55992,0,1,12232,1,1,1,840217,60,1,0,755.34
57,1,0,1,2,0,38,71697,17988,2,8478,1,2,2,2118961,72,1,0,756.32
64,1,1,0,1,0,41,49339,0,2,13507,1,2,3,1577017,12,1,0,752.61
64,1,0,1,2,1,36,61133,29757,2,10187,0,1,2,1825514,12,1,0,763.22
57,0,0,0,1,1,40,51598,9231,0,12915,0,0,2,1554901,24,1,0,759.31
53,0,1,0,1,0,29,64546,0,0,10835,1,0,3,444372,72,1,0,752.09
51,0,1,2,1,0,31,64176,29435,2,15586,0,0,3,934719,48,1,0,761.55
50,0,1,2,1,0,29,60032,30512,2,13239,1,1,3,91710,24,1,0,765.86
55,1,1,1,1,0,32,61579,0,2,7877,1,1,1,1766844,24,1,0,766.59
63,1,1,2,1,1,36,54642,0,2,15642,1,2,2,2185680,18,1,0,784.47
48,0,1,0,2,0,11,68117,48148,2,3179,0,0,1,808499,24,1,0,769.71
60,1,1,1,2,0,16,68070,0,2,9509,1,0,0,2445844,12,1,0,764.68
50,1,1,0,1,0,31,64633,0,2,17667,1,1,2,2257074,84,1,0,756.13
62,1,1,0,2,0,28,61472,17622,2,3796,1,2,4,1542374,36,1,0,769.62
56,1,1,0,1,0,37,61653,0,2,19316,0,0,0,562066,24,1,0,767.73
55,0,0,0,1,0,35,60531,30444,2,14257,1,1,2,2221240,12,1,0,771.31
63,1,0,1,1,1,44,52045,0,2,15226,0,2,3,340234,18,1,0,778.86
55,0,0,1,0,0,30,63362,0,1,4064,2,0,1,877659,84,1,0,757.8
62,0,1,2,2,0,32,63637,0,2,8744,1,0,2,1396792,18,1,0,758.06
63,1,1,1,2,0,26,58813,31627,2,1460,1,1,3,1302464,12,1,0,757.67
53,0,1,2,0,0,23,64790,0,2,545,0,0,0,273001,36,1,0,768.04
59,0,0,0,1,0,42,60478,0,2,8987,0,1,0,1523927,84,1,0,794.36
61,0,0,1,1,0,24,62413,15551,2,6787,1,0,2,604732,72,1,0,788.96
59,1,1,0,1,1,33,61427,0,2,361,1,2,3,207850,72,1,0,761.65
34,1,0,1,1,0,2,39509,52662,2,9222,0,0,0,809514,12,1,0,768.03
55,0,1,1,1,0,34,56880,0,1,12811,0,2,2,1414861,60,1,0,761.97
48,0,1,0,1,1,17,38165,46576,2,5764,0,2,1,948724,18,1,0,766.14
50,1,0,2,2,1,12,60039,56659,2,1722,0,0,2,2167700,24,1,0,766.52
62,0,1,1,1,1,26,56139,0,2,3458,2,2,0,438292,24,1,0,752.7
22,0,0,2,0,0,4,64413,33113,2,3868,1,2,3,1874045,24,1,0,757.45
53,0,1,1,1,0,30,69134,0,2,7961,1,0,2,697605,84,1,0,757.88
64,1,1,0,2,1,38,75013,0,0,3898,0,2,0,1723850,72,1,0,766.93
55,1,1,2,1,0,23,58503,0,0,14157,0,2,1,1507071,72,1,0,767.2
46,1,1,1,2,0,21,59984,0,2,14527,0,2,3,1814518,84,1,0,750.55
63,1,1,1,2,0,38,77547,53347,0,9503,0,0,3,402191,12,1,0,753.18
52,0,0,1,2,0,34,61122,10367,0,2379,0,0,4,1626575,18,1,0,813.45
64,1,0,0,1,1,37,52071,0,1,6651,1,1,4,1424896,36,1,0,753.98
64,0,1,1,2,0,36,50372,0,2,5951,1,2,1,1833344,12,1,0,780.01
49,1,1,2,2,1,26,56521,0,2,11543,1,0,2,1867905,12,1,0,776.01
62,0,0,1,1,1,35,60502,38181,0,4466,1,2,2,696340,60,1,0,758.13
56,1,1,2,1,0,31,73007,19835,2,9049,0,1,4,464409,12,1,0,790.42
54,0,1,1,1,0,28,64855,0,2,4869,1,0,5,550520,60,1,0,756.92
48,1,1,0,1,0,28,50842,0,2,12878,2,0,0,1833680,72,1,0,754.61
51,0,1,1,1,0,30,56096,26060,2,16760,1,0,2,87676,48,1,0,760.89
63,0,0,3,2,0,43,70538,0,2,12260,1,0,5,451239,18,1,0,772.35
60,1,0,0,1,0,40,56294,52697,1,6680,1,1,2,2251760,24,1,0,771.48
64,0,0,0,1,0,43,50276,29600,2,5779,1,2,1,1597282,72,1,0,758.02
56,1,1,1,1,0,32,56420,19101,2,6848,1,1,3,1773244,12,1,0,762.86
57,1,1,3,0,1,29,53643,0,2,5400,0,1,1,110141,36,1,0,767.7
58,1,0,1,1,0,39,55960,0,2,2593,1,0,3,1679736,72,1,0,769.11
54,1,1,1,0,0,33,37500,0,2,10374,0,1,3,1500000,18,1,0,768.5
55,1,1,0,2,0,33,67352,0,1,14917,1,2,0,2244508,18,1,0,785.76
62,0,1,1,1,0,37,59896,0,1,3062,0,0,1,1073385,60,1,0,773.79
58,1,0,2,1,0,26,62387,0,2,3649,2,2,2,2403720,84,1,0,750.0
59,1,0,0,2,0,33,73603,46732,2,23727,2,2,0,1324354,36,1,0,751.05
53,0,1,2,2,0,30,60496,0,2,13102,0,1,3,2052161,84,1,0,777.2
63,1,0,0,0,0,32,52038,25775,0,14356,1,2,0,376233,24,1,0,755.36
59,0,1,1,1,1,36,59234,0,2,19850,1,2,5,1429745,48,1,0,761.46
47,1,0,2,2,1,28,71530,0,2,5440,2,0,4,2133728,60,1,0,794.32
63,0,1,2,2,1,34,68359,0,2,4836,2,1,0,2363110,72,1,0,762.47
58,0,0,0,1,0,37,61788,25519,2,361,2,1,2,1727459,36,1,0,762.95
61,1,1,0,1,1,36,64503,34203,1,5222,1,1,0,1957272,18,1,0,769.09
61,0,1,0,1,0,42,62608,0,2,20664,0,2,2,2176293,60,1,0,769.57
64,0,1,1,1,0,40,67609,0,2,13026,1,2,1,756492,60,1,0,786.74
59,1,1,0,2,1,16,56981,0,1,10680,0,0,2,1921875,48,1,0,760.77
58,1,1,1,1,0,31,69350,0,2,11755,1,1,4,193080,48,1,0,757.31
53,0,0,1,1,0,24,59676,0,0,16655,1,1,2,1826427,48,1,0,756.4
64,1,1,1,1,0,46,65756,29541,0,9290,0,2,3,479770,18,1,0,798.64
54,0,1,0,1,0,34,58111,0,1,4608,0,0,4,754094,12,1,0,771.13
61,0,1,0,1,0,40,59466,29921,2,16335,0,0,1,2178640,36,1,0,778.81
57,0,1,1,1,1,27,51310,0,2,514,1,2,3,1453965,18,1,0,795.17
58,1,0,1,1,1,30,57411,0,2,10342,1,0,0,158732,24,1,0,774.23
50,1,1,1,1,0,27,50691,0,2,10071,1,1,2,800671,36,1,0,816.66
64,1,1,0,1,0,44,64193,51585,1,11058,0,0,4,229522,24,1,0,772.26
61,0,1,0,1,0,35,64059,17054,2,19851,1,1,3,577788,36,1,0,772.86
61,1,1,2,1,1,34,58599,20857,2,1579,0,1,0,526805,36,1,0,785.99
58,1,1,0,1,0,29,58409,0,2,2188,1,2,3,1157904,84,1,0,753.98
62,0,0,1,0,0,42,52050,0,2,6420,1,2,0,1314961,36,1,0,776.41
61,1,1,1,1,0,41,63003,0,2,18884,0,2,2,1923318,48,1,0,775.64
62,0,1,1,1,0,40,61289,0,1,19558,2,1,5,1941419,18,1,0,812.73
52,1,1,1,2,0,32,57362,0,2,13859,1,1,4,2125115,72,1,0,750.05
51,1,1,2,1,0,30,66463,0,2,10789,2,0,1,596499,24,1,0,755.16
49,1,1,1,1,1,30,62310,0,2,7799,0,1,3,388891,60,1,0,775.32
60,1,1,1,0,0,34,41511,59619,2,7865,0,1,0,423409,84,1,0,757.71
57,1,0,1,1,0,29,67233,0,2,951,0,0,0,292826,72,1,0,756.33
54,0,1,1,1,1,34,51573,0,2,15240,1,0,2,1892357,24,1,0,768.14
63,1,1,2,1,0,40,50514,21817,2,6212,1,2,0,178514,72,1,0,797.86
52,1,1,1,1,0,27,50036,0,0,8201,1,1,4,224452,84,1,0,765.19
49,0,1,1,1,0,25,56128,18086,1,14827,2,1,0,444213,48,1,0,755.18
55,1,1,3,1,1,37,62092,0,2,4032,1,1,1,2283680,36,1,0,768.62
62,1,0,1,1,0,38,53954,0,2,5164,2,1,4,1007731,84,1,0,766.98
55,1,1,1,2,1,34,83512,17183,2,19398,2,0,2,1252961,48,1,0,785.99
50,1,1,2,2,1,25,68145,0,1,19230,1,1,4,1680885,84,1,0,798.72
52,0,1,1,1,1,33,49260,0,2,3616,1,2,0,1363113,12,1,0,759.36
64,0,0,2,1,0,36,58421,42924,2,17561,2,1,1,145351,48,1,0,763.75
31,1,1,1,1,0,11,65742,0,2,5194,1,0,0,896919,48,1,0,759.0
60,1,1,0,1,0,34,54660,0,0,18221,0,2,4,1479836,60,1,0,756.0
51,1,0,1,1,0,24,48838,49268,2,10030,0,1,4,1728699,48,1,0,798.4
41,1,1,1,2,0,14,61628,0,2,5488,0,0,1,1118864,84,1,0,758.32
48,1,1,1,1,1,29,63102,46166,1,5699,1,2,1,945831,36,1,0,758.72
44,1,0,1,2,0,26,70410,0,1,19511,2,2,2,2092050,12,1,0,786.0
61,0,0,0,1,0,39,61812,0,2,1030,1,0,0,1571251,36,1,0,764.07
63,0,1,0,1,0,46,63946,25236,2,20213,1,1,1,423178,36,1,0,767.14
64,1,1,0,1,0,45,54197,55985,2,14945,1,0,5,1466456,36,1,0,753.15
53,1,1,0,1,0,33,44768,33819,0,4319,2,1,4,1386065,48,1,0,780.35
35,0,0,0,1,0,15,59707,27353,2,1992,1,1,3,1773834,60,1,0,750.68
56,1,0,1,1,0,34,56742,51074,2,6776,0,1,3,1568800,60,1,0,772.93
63,0,0,1,1,1,44,55593,0,2,12110,0,1,1,94470,18,1,0,753.07
56,0,1,1,2,1,19,55838,0,2,11652,2,0,3,613872,48,1,0,761.2
63,0,1,1,2,0,24,63476,44322,2,3778,0,1,1,2339040,60,1,0,752.59
64,1,0,0,0,0,41,53709,0,2,3825,0,2,2,1948360,24,1,0,750.4
62,0,0,2,1,1,44,46695,14582,2,10299,0,0,1,1511040,24,1,0,786.88
60,0,1,3,1,1,37,64192,0,2,1154,1,1,3,2367680,60,1,0,790.05
58,0,1,0,1,0,35,62037,0,2,18883,1,2,3,1767142,84,1,0,781.13
54,0,1,0,2,0,22,76097,0,2,17158,0,2,0,610114,84,1,0,756.0
53,0,1,0,1,0,36,69723,0,2,304,1,2,1,2286260,48,1,0,759.16
52,1,0,0,1,1,27,54146,0,2,1202,2,2,0,1905688,48,1,0,765.43
50,1,0,0,1,0,24,50082,39894,2,8161,1,1,5,1502741,18,1,0,768.45
54,1,0,0,1,0,33,64786,0,2,16311,2,2,1,1476947,24,1,0,762.9
61,0,1,0,2,0,36,57881,0,0,19834,0,1,3,564439,24,1,0,753.87
47,0,1,2,1,0,28,63812,0,2,3373,0,0,1,289482,48,1,0,772.09
64,0,1,1,0,0,33,44832,0,2,6215,0,1,2,1088970,36,1,0,808.09
59,1,1,0,1,0,38,57591,0,2,1357,1,1,5,1340133,72,1,0,816.99
52,0,1,1,0,0,23,57381,33239,2,4883,1,1,1,227845,72,1,0,751.87
57,0,0,0,1,0,36,45955,0,2,9570,2,1,1,652446,84,1,0,801.23
57,1,0,0,1,0,30,53193,0,2,3158,1,2,2,926774,48,1,0,752.13
63,1,1,3,1,0,38,59126,0,0,9325,0,0,2,236731,24,1,0,769.64
53,1,1,1,2,1,28,63671,0,2,3132,0,1,0,1529129,60,1,0,783.99
56,1,1,0,1,1,31,47296,0,2,11273,2,1,3,1163642,24,1,0,762.26
57,0,1,2,1,0,25,54765,29392,2,6416,1,1,1,547651,84,1,0,752.42
64,0,0,1,1,0,33,60161,0,2,14799,0,2,4,1727542,18,1,0,750.23
49,1,0,0,2,0,21,62061,0,2,8752,0,0,2,2302311,48,1,0,750.17
64,1,1,1,1,0,44,72861,47354,2,1444,1,0,1,1631571,60,1,0,767.92
42,1,0,0,2,0,9,50524,0,2,11391,0,0,0,1606980,18,1,0,756.28
64,0,1,0,1,1,39,58368,0,1,8299,1,2,0,1238732,12,1,0,773.99
42,0,0,0,1,0,10,62017,0,2,8127,1,2,3,125651,18,1,0,777.99
58,1,0,2,1,0,39,49822,0,2,4387,2,2,3,1792880,72,1,0,750.08
54,1,0,0,0,1,30,50934,33643,2,5342,1,2,3,1019802,48,1,0,761.51
54,1,1,1,1,0,31,59598,0,2,12750,1,0,2,905285,36,1,0,756.38
57,1,1,0,1,0,35,62117,0,2,5954,1,2,0,464321,36,1,0,787.54
64,0,1,3,1,0,32,60716,0,2,20557,1,0,4,127084,24,1,0,755.15
63,1,1,0,1,0,40,57852,20340,2,8350,1,0,1,795172,36,1,0,810.7
58,1,1,1,1,0,37,58141,0,2,19019,1,2,0,207782,24,1,0,761.65
60,0,0,0,1,1,31,60333,52540,2,521,1,0,2,2102065,18,1,0,781.98
50,0,1,0,1,0,27,64014,0,0,10696,1,2,4,841403,72,1,0,750.96
64,1,0,0,2,1,23,58952,0,2,9922,0,2,4,1449586,72,1,0,759.07
52,1,0,1,2,1,26,62684,0,2,1695,0,2,0,737487,84,1,0,781.02
56,1,0,1,1,1,30,62812,0,2,8087,1,1,3,2475701,60,1,0,768.73
54,0,1,1,2,0,34,61885,0,1,13181,1,0,2,2352095,48,1,0,778.34
49,0,0,0,1,0,28,61690,0,2,15093,0,0,3,1759277,60,1,0,770.09
56,0,1,1,1,1,33,50661,0,2,6527,1,2,1,130230,60,1,0,755.57
55,1,0,1,1,1,37,57394,0,2,14229,0,1,4,397290,72,1,0,781.94
57,0,1,1,1,1,39,69824,0,2,13297,1,2,3,1235333,72,1,0,759.64
56,0,1,1,0,0,36,48366,15975,0,969,1,0,4,1734640,48,1,0,769.51
47,0,1,0,2,0,26,71563,0,2,2744,0,0,1,1241988,18,1,0,754.73
58,0,1,1,2,0,37,58297,26364,0,19366,1,1,2,1136744,48,1,0,782.29
54,1,1,1,1,0,22,56550,14101,2,13369,0,0,4,2047788,60,1,0,792.16
54,1,1,0,1,0,34,55410,0,2,5088,1,1,3,521954,18,1,0,762.48
51,1,1,0,1,1,20,59918,20418,2,18610,0,2,3,488250,60,1,0,756.9
63,1,1,0,2,0,36,68551,0,2,5889,1,2,3,1017319,24,1,0,764.71
64,0,1,1,1,1,36,58835,0,2,15868,1,0,1,477987,18,1,0,771.85
60,0,1,0,1,0,40,50326,0,2,7511,0,2,0,1813040,24,1,0,763.51
48,1,1,2,1,0,26,58583,0,2,7812,1,0,1,611626,72,1,0,754.54
